,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
798,transactionkind,True,9,False,0,
799,transactionissuccess,False,0,False,0,
800,transactionerror,False,0,False,0,
801,transactionamount,True,1,False,0,
802,creditcardbrand,True,3,False,0,
803,creditcardfirstdigits,True,4,False,0,
804,creditcardlastdigits,True,4,False,0,
805,creditcardexpmonth,True,3,False,0,
806,creditcardexpyear,True,3,False,0,
807,ordereventid,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
808,ordereventdate,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
809,ordereventtype,True,5,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
810,ordereventuser,True,7,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
811,ordereventmessage,True,7,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
812,ordereventemail,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
813,ordereventemailtype,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
814,ordereventamount,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
815,ordereventpaymentid,True,2,False,0,
816,ordereventpaymentgateway,True,2,False,0,
817,ordereventquantity,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
818,ordereventcomposedid,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
819,ordereventordernumber,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
820,ordereventinvoicenumber,True,1,False,0,
821,ordereventoversolditems,True,1,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
822,ordereventlines,True,2,False,0,
823,ordereventfulfilleditems,True,1,False,0,
824,ordereventwarehouse,True,1,False,0,
825,ordereventorderlineobjectquantity,True,2,False,0,
826,ordereventorderlineobjectorderline,True,1,False,0,
827,ordereventorderlineobjectitemname,False,0,False,0,
828,userpermissioncode,True,34,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
829,userpermissionname,True,7,False,0,
830,userpermissionsourcepermissiongroups,True,4,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
831,groupid,True,55,True,30,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
832,groupname,True,92,True,12,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
833,grouppermissions,True,67,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
834,groupusers,True,46,True,20,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
835,groupusercanmanage,True,9,True,12,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
836,customereventid,True,11,False,0,
837,customereventdate,False,0,False,0,
838,customereventtype,True,11,False,0,
839,customereventuser,True,11,False,0,
840,customereventmessage,True,11,False,0,
841,customereventcount,True,11,False,0,
842,customereventorder,True,11,False,0,
843,customereventorderline,True,12,False,0,
844,paymentsourcegateway,True,1,False,0,
845,paymentsourcecreditcardinfo,True,2,False,0,
846,digitalcontentcountableconnectionpageinfo,False,0,False,0,
847,digitalcontentcountableconnectionedges,True,1,False,0,
848,digitalcontentcountableconnectiontotalcount,False,0,False,0,
849,digitalcontentcountableedgenode,True,1,False,0,
850,digitalcontentcountableedgecursor,False,0,False,0,
851,productvariantcountableconnectionpageinfo,False,0,False,0,
852,productvariantcountableconnectionedges,True,24,True,9,fde2fd5f-b03b-53c5-8d01-0ef066c70882
853,productvariantcountableconnectiontotalcount,True,1,False,0,
854,productvariantcountableedgenode,True,24,True,9,fde2fd5f-b03b-53c5-8d01-0ef066c70882
855,productvariantcountableedgecursor,False,0,False,0,
856,paymentcountableconnectionpageinfo,False,0,False,0,
857,paymentcountableconnectionedges,True,2,False,0,
858,paymentcountableconnectiontotalcount,False,0,False,0,
859,paymentcountableedgenode,True,2,False,0,
860,paymentcountableedgecursor,False,0,False,0,
861,pagecountableconnectionpageinfo,False,0,True,9,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
862,pagecountableconnectionedges,True,16,True,9,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
863,pagecountableconnectiontotalcount,True,5,False,0,
864,pagecountableedgenode,True,16,True,9,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
865,pagecountableedgecursor,False,0,False,0,
866,ordereventcountableconnectionpageinfo,False,0,False,0,
867,ordereventcountableconnectionedges,True,2,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
868,ordereventcountableconnectiontotalcount,False,0,False,0,
869,ordereventcountableedgenode,True,2,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
870,ordereventcountableedgecursor,False,0,False,0,
871,menucountableconnectionpageinfo,True,4,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
872,menucountableconnectionedges,True,12,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
873,menucountableconnectiontotalcount,True,4,False,0,
874,menucountableedgenode,True,12,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
875,menucountableedgecursor,False,0,False,0,
876,menuitemcountableconnectionpageinfo,True,4,False,0,
877,menuitemcountableconnectionedges,True,8,False,0,
878,menuitemcountableconnectiontotalcount,True,2,False,0,
879,menuitemcountableedgenode,True,8,False,0,
880,menuitemcountableedgecursor,False,0,False,0,
881,pluginid,True,8,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
882,pluginname,True,11,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
883,plugindescription,True,7,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
884,pluginactive,True,7,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
885,pluginconfiguration,True,7,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
886,configurationitemname,True,7,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
887,configurationitemvalue,True,7,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
888,configurationitemtype,True,7,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
889,configurationitemhelptext,True,7,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
890,configurationitemlabel,True,7,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
891,plugincountableconnectionpageinfo,False,0,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
892,plugincountableconnectionedges,True,10,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
893,plugincountableconnectiontotalcount,True,5,False,0,
894,plugincountableedgenode,True,10,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
895,plugincountableedgecursor,False,0,False,0,
896,salecountableconnectionpageinfo,True,12,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
897,salecountableconnectionedges,True,35,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
898,salecountableconnectiontotalcount,False,0,False,0,
899,salecountableedgenode,True,35,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
900,salecountableedgecursor,False,0,False,0,
901,vouchercountableconnectionpageinfo,True,16,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
902,vouchercountableconnectionedges,True,45,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
903,vouchercountableconnectiontotalcount,False,0,False,0,
904,vouchercountableedgenode,True,45,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
905,vouchercountableedgecursor,False,0,False,0,
906,exportfileid,True,22,True,1,f8c6cf23-86b1-528c-a104-347ee9d60d72
907,exportfileuser,True,22,False,0,
908,exportfileapp,True,22,False,0,
909,exportfilestatus,True,22,True,1,f8c6cf23-86b1-528c-a104-347ee9d60d72
910,exportfilecreatedat,True,22,False,0,
911,exportfileupdatedat,True,22,False,0,
912,exportfilemessage,False,0,False,0,
913,exportfileurl,True,22,False,0,
914,exportfileevents,True,4,False,0,
915,exporteventid,False,0,False,0,
916,exporteventdate,True,4,False,0,
917,exporteventtype,True,4,False,0,
918,exporteventuser,True,4,False,0,
919,exporteventapp,True,4,False,0,
920,exporteventmessage,True,4,False,0,
921,exportfilecountableconnectionpageinfo,False,0,False,0,
922,exportfilecountableconnectionedges,True,12,False,0,
923,exportfilecountableconnectiontotalcount,False,0,False,0,
924,exportfilecountableedgenode,True,12,False,0,
925,exportfilecountableedgecursor,False,0,False,0,
926,checkoutcountableconnectionpageinfo,False,0,False,0,
927,checkoutcountableconnectionedges,True,1,False,0,
928,checkoutcountableconnectiontotalcount,False,0,False,0,
929,checkoutcountableedgenode,True,1,False,0,
930,checkoutcountableedgecursor,False,0,False,0,
931,checkoutlinecountableconnectionpageinfo,False,0,False,0,
932,checkoutlinecountableconnectionedges,True,1,False,0,
933,checkoutlinecountableconnectiontotalcount,False,0,False,0,
934,checkoutlinecountableedgenode,True,1,False,0,
935,checkoutlinecountableedgecursor,False,0,False,0,
936,appinstallationappname,True,7,True,1,903717b2-9f4f-507d-a042-550a6f28c226
937,appinstallationmanifesturl,True,7,True,1,903717b2-9f4f-507d-a042-550a6f28c226
938,appinstallationid,True,8,True,1,903717b2-9f4f-507d-a042-550a6f28c226
939,appinstallationstatus,True,7,True,1,903717b2-9f4f-507d-a042-550a6f28c226
940,appinstallationcreatedat,False,0,False,0,
941,appinstallationupdatedat,False,0,False,0,
942,appinstallationmessage,True,1,True,1,903717b2-9f4f-507d-a042-550a6f28c226
943,appcountableconnectionpageinfo,True,6,True,2,9ee172d0-207c-546e-a8de-772d127eee76
944,appcountableconnectionedges,True,15,True,2,9ee172d0-207c-546e-a8de-772d127eee76
945,appcountableconnectiontotalcount,False,0,True,2,9ee172d0-207c-546e-a8de-772d127eee76
946,appcountableedgenode,True,15,True,2,9ee172d0-207c-546e-a8de-772d127eee76
947,appcountableedgecursor,False,0,False,0,
948,addressvalidationdatacountrycode,True,2,False,0,
949,addressvalidationdatacountryname,True,2,False,0,
950,addressvalidationdataaddressformat,True,1,False,0,
951,addressvalidationdataaddresslatinformat,True,1,False,0,
952,addressvalidationdataallowedfields,True,1,False,0,
953,addressvalidationdatarequiredfields,True,1,False,0,
954,addressvalidationdataupperfields,False,0,False,0,
955,addressvalidationdatacountryareatype,True,1,False,0,
956,addressvalidationdatacountryareachoices,True,1,False,0,
957,addressvalidationdatacitytype,True,1,False,0,
958,addressvalidationdatacitychoices,True,1,False,0,
959,addressvalidationdatacityareatype,True,1,False,0,
960,addressvalidationdatacityareachoices,True,1,False,0,
961,addressvalidationdatapostalcodetype,False,0,False,0,
962,addressvalidationdatapostalcodematchers,True,1,False,0,
963,addressvalidationdatapostalcodeexamples,False,0,False,0,
964,addressvalidationdatapostalcodeprefix,False,0,False,0,
965,choicevalueraw,True,3,False,0,
966,choicevalueverbose,True,3,False,0,
967,usercountableconnectionpageinfo,True,33,True,30,e56b5d25-c288-56c1-b957-e3ad1a162c87
968,usercountableconnectionedges,True,86,True,30,e56b5d25-c288-56c1-b957-e3ad1a162c87
969,usercountableconnectiontotalcount,True,37,False,0,
970,usercountableedgenode,True,86,True,30,e56b5d25-c288-56c1-b957-e3ad1a162c87
971,usercountableedgecursor,True,1,True,2,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
972,groupcountableconnectionpageinfo,True,5,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
973,groupcountableconnectionedges,True,10,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
974,groupcountableconnectiontotalcount,False,0,False,0,
975,groupcountableedgenode,True,10,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
976,groupcountableedgecursor,False,0,False,0,
977,serviceaccountcountableconnectionpageinfo,False,0,False,0,
978,serviceaccountcountableconnectionedges,False,0,False,0,
979,serviceaccountcountableconnectiontotalcount,False,0,False,0,
980,serviceaccountcountableedgenode,False,0,False,0,
981,serviceaccountcountableedgecursor,False,0,False,0,
982,mutationwebhookcreate,True,8,False,0,
983,mutationwebhookdelete,True,5,False,0,
984,mutationwebhookupdate,True,3,False,0,
985,mutationcreatewarehouse,True,7,False,0,
986,mutationupdatewarehouse,True,14,False,0,
987,mutationdeletewarehouse,True,2,False,0,
988,mutationassignwarehouseshippingzone,True,2,False,0,
989,mutationunassignwarehouseshippingzone,True,1,False,0,
990,mutationauthorizationkeyadd,True,1,False,0,
991,mutationauthorizationkeydelete,True,1,False,0,
992,mutationstaffnotificationrecipientcreate,True,5,False,0,
993,mutationstaffnotificationrecipientupdate,True,3,False,0,
994,mutationstaffnotificationrecipientdelete,False,0,False,0,
995,mutationhomepagecollectionupdate,True,2,False,0,
996,mutationshopdomainupdate,True,1,False,0,
997,mutationshopsettingsupdate,True,19,False,0,
998,mutationshopfetchtaxrates,True,1,False,0,
999,mutationshopsettingstranslate,True,1,False,0,
1000,mutationshopaddressupdate,True,2,False,0,
1001,mutationshippingpricecreate,True,12,False,0,
1002,mutationshippingpricedelete,True,1,False,0,
1003,mutationshippingpricebulkdelete,True,1,False,0,
1004,mutationshippingpriceupdate,True,1,False,0,
1005,mutationshippingpricetranslate,True,2,False,0,
1006,mutationshippingzonecreate,True,5,False,0,
1007,mutationshippingzonedelete,True,1,False,0,
1008,mutationshippingzonebulkdelete,True,1,False,0,
1009,mutationshippingzoneupdate,True,8,False,0,
1010,mutationattributecreate,True,8,False,0,
1011,mutationattributedelete,True,1,False,0,
1012,mutationattributebulkdelete,True,1,False,0,
1013,mutationattributeassign,True,8,False,0,
1014,mutationattributeunassign,True,2,False,0,
1015,mutationattributeupdate,True,16,False,0,
1016,mutationattributetranslate,True,2,False,0,
1017,mutationattributevaluecreate,True,3,False,0,
1018,mutationattributevaluedelete,True,1,False,0,
1019,mutationattributevaluebulkdelete,True,1,False,0,
1020,mutationattributevalueupdate,True,2,False,0,
1021,mutationattributevaluetranslate,True,2,False,0,
1022,mutationattributereordervalues,True,3,False,0,
1023,mutationcategorycreate,True,8,False,0,
1024,mutationcategorydelete,True,4,False,0,
1025,mutationcategorybulkdelete,True,2,False,0,
1026,mutationcategoryupdate,True,12,False,0,
1027,mutationcategorytranslate,True,2,False,0,
1028,mutationcollectionaddproducts,True,2,False,0,
1029,mutationcollectioncreate,True,6,False,0,
1030,mutationcollectiondelete,True,1,False,0,
1031,mutationcollectionreorderproducts,True,3,False,0,
1032,mutationcollectionbulkdelete,True,1,False,0,
1033,mutationcollectionbulkpublish,True,2,False,0,
1034,mutationcollectionremoveproducts,True,2,False,0,
1035,mutationcollectionupdate,True,13,False,0,
1036,mutationcollectiontranslate,True,2,False,0,
1037,mutationproductcreate,True,30,False,0,
1038,mutationproductdelete,True,2,False,0,
1039,mutationproductbulkdelete,True,1,False,0,
1040,mutationproductbulkpublish,True,2,False,0,
1041,mutationproductupdate,True,27,False,0,
1042,mutationproducttranslate,True,2,False,0,
1043,mutationproductsetavailabilityforpurchase,True,7,False,0,
1044,mutationproductimagecreate,False,0,False,0,
1045,mutationproductvariantreorder,True,2,False,0,
1046,mutationproductimagedelete,True,2,False,0,
1047,mutationproductimagebulkdelete,True,1,False,0,
1048,mutationproductimagereorder,True,1,False,0,
1049,mutationproductimageupdate,True,1,False,0,
1050,mutationproducttypecreate,True,7,False,0,
1051,mutationproducttypedelete,True,2,False,0,
1052,mutationproducttypebulkdelete,True,1,False,0,
1053,mutationproducttypeupdate,True,13,False,0,
1054,mutationproducttypereorderattributes,True,4,False,0,
1055,mutationdigitalcontentcreate,False,0,False,0,
1056,mutationdigitalcontentdelete,True,1,False,0,
1057,mutationdigitalcontentupdate,True,2,False,0,
1058,mutationdigitalcontenturlcreate,True,1,False,0,
1059,mutationproductvariantcreate,True,9,False,0,
1060,mutationproductvariantdelete,True,6,False,0,
1061,mutationproductvariantbulkcreate,True,14,False,0,
1062,mutationproductvariantbulkdelete,True,5,False,0,
1063,mutationproductvariantstockscreate,True,6,False,0,
1064,mutationproductvariantstocksdelete,True,3,False,0,
1065,mutationproductvariantstocksupdate,True,4,False,0,
1066,mutationproductvariantupdate,True,19,False,0,
1067,mutationproductvariantsetdefault,True,3,False,0,
1068,mutationproductvarianttranslate,True,2,False,0,
1069,mutationvariantimageassign,True,3,False,0,
1070,mutationvariantimageunassign,True,2,False,0,
1071,mutationpaymentcapture,True,5,False,0,
1072,mutationpaymentrefund,True,3,False,0,
1073,mutationpaymentvoid,True,2,False,0,
1074,mutationpagecreate,True,3,False,0,
1075,mutationpagedelete,True,1,False,0,
1076,mutationpagebulkdelete,True,1,False,0,
1077,mutationpagebulkpublish,True,2,False,0,
1078,mutationpageupdate,True,6,False,0,
1079,mutationpagetranslate,True,2,False,0,
1080,mutationdraftordercomplete,True,8,False,0,
1081,mutationdraftordercreate,True,3,False,0,
1082,mutationdraftorderdelete,True,1,False,0,
1083,mutationdraftorderbulkdelete,True,1,False,0,
1084,mutationdraftorderlinesbulkdelete,True,2,False,0,
1085,mutationdraftorderlinescreate,True,3,False,0,
1086,mutationdraftorderlinedelete,True,2,False,0,
1087,mutationdraftorderlineupdate,True,3,False,0,
1088,mutationdraftorderupdate,True,4,False,0,
1089,mutationorderaddnote,True,4,False,0,
1090,mutationordercancel,True,2,False,0,
1091,mutationordercapture,True,2,False,0,
1092,mutationorderfulfill,True,11,False,0,
1093,mutationorderfulfillmentcancel,True,2,False,0,
1094,mutationorderfulfillmentupdatetracking,True,3,False,0,
1095,mutationordermarkaspaid,True,3,False,0,
1096,mutationorderrefund,True,2,False,0,
1097,mutationorderupdate,True,4,False,0,
1098,mutationorderupdateshipping,True,6,False,0,
1099,mutationordervoid,True,3,False,0,
1100,mutationorderbulkcancel,True,2,False,0,
1101,mutationdeletemetadata,True,24,False,0,
1102,mutationdeleteprivatemetadata,True,23,False,0,
1103,mutationupdatemetadata,True,25,False,0,
1104,mutationupdateprivatemetadata,True,27,False,0,
1105,mutationassignnavigation,True,3,False,0,
1106,mutationmenucreate,True,3,False,0,
1107,mutationmenudelete,True,1,False,0,
1108,mutationmenubulkdelete,True,1,False,0,
1109,mutationmenuupdate,True,3,False,0,
1110,mutationmenuitemcreate,True,1,False,0,
1111,mutationmenuitemdelete,True,1,False,0,
1112,mutationmenuitembulkdelete,True,2,False,0,
1113,mutationmenuitemupdate,True,2,False,0,
1114,mutationmenuitemtranslate,True,1,False,0,
1115,mutationmenuitemmove,True,7,False,0,
1116,mutationinvoicerequest,True,5,False,0,
1117,mutationinvoicerequestdelete,True,3,False,0,
1118,mutationinvoicecreate,True,5,False,0,
1119,mutationinvoicedelete,True,2,False,0,
1120,mutationinvoiceupdate,True,4,False,0,
1121,mutationinvoicesendemail,True,4,False,0,
1122,mutationgiftcardactivate,True,3,False,0,
1123,mutationgiftcardcreate,True,9,False,0,
1124,mutationgiftcarddeactivate,True,3,False,0,
1125,mutationgiftcardupdate,True,2,False,0,
1126,mutationpluginupdate,True,4,False,0,
1127,mutationsalecreate,True,2,False,0,
1128,mutationsaledelete,True,2,False,0,
1129,mutationsalebulkdelete,True,1,False,0,
1130,mutationsaleupdate,True,2,False,0,
1131,mutationsalecataloguesadd,True,4,False,0,
1132,mutationsalecataloguesremove,True,2,False,0,
1133,mutationsaletranslate,True,1,False,0,
1134,mutationvouchercreate,True,5,False,0,
1135,mutationvoucherdelete,True,1,False,0,
1136,mutationvoucherbulkdelete,True,1,False,0,
1137,mutationvoucherupdate,True,1,False,0,
1138,mutationvouchercataloguesadd,True,3,False,0,
1139,mutationvouchercataloguesremove,True,1,False,0,
1140,mutationvouchertranslate,True,2,False,0,
1141,mutationexportproducts,True,6,False,0,
1142,mutationcheckoutaddpromocode,True,18,False,0,
1143,mutationcheckoutbillingaddressupdate,True,5,False,0,
1144,mutationcheckoutcomplete,True,28,False,0,
1145,mutationcheckoutcreate,True,30,False,0,
1146,mutationcheckoutcustomerattach,True,2,False,0,
1147,mutationcheckoutcustomerdetach,True,1,False,0,
1148,mutationcheckoutemailupdate,True,3,False,0,
1149,mutationcheckoutlinedelete,True,3,False,0,
1150,mutationcheckoutlinesadd,True,8,False,0,
1151,mutationcheckoutlinesupdate,True,8,False,0,
1152,mutationcheckoutremovepromocode,True,5,False,0,
1153,mutationcheckoutpaymentcreate,True,13,False,0,
1154,mutationcheckoutshippingaddressupdate,True,11,False,0,
1155,mutationcheckoutshippingmethodupdate,True,7,False,0,
1156,mutationappcreate,True,1,False,0,
1157,mutationappupdate,True,9,False,0,
1158,mutationappdelete,True,5,False,0,
1159,mutationapptokencreate,True,5,False,0,
1160,mutationapptokendelete,True,4,False,0,
1161,mutationapptokenverify,True,2,False,0,
1162,mutationappinstall,True,1,False,0,
1163,mutationappretryinstall,True,5,False,0,
1164,mutationappdeletefailedinstallation,True,5,False,0,
1165,mutationappfetchmanifest,True,4,False,0,
1166,mutationappactivate,True,5,False,0,
1167,mutationappdeactivate,True,6,False,0,
1168,mutationtokencreate,True,8,False,0,
1169,mutationtokenrefresh,True,10,False,0,
1170,mutationtokenverify,True,8,False,0,
1171,mutationtokensdeactivateall,True,1,False,0,
1172,mutationrequestpasswordreset,True,6,False,0,
1173,mutationconfirmaccount,True,3,False,0,
1174,mutationsetpassword,True,4,False,0,
1175,mutationpasswordchange,True,3,False,0,
1176,mutationrequestemailchange,True,4,False,0,
1177,mutationconfirmemailchange,True,2,False,0,
1178,mutationaccountaddresscreate,True,4,False,0,
1179,mutationaccountaddressupdate,True,3,False,0,
1180,mutationaccountaddressdelete,True,2,False,0,
1181,mutationaccountsetdefaultaddress,True,4,False,0,
1182,mutationaccountregister,True,2,False,0,
1183,mutationaccountupdate,True,3,False,0,
1184,mutationaccountrequestdeletion,True,4,False,0,
1185,mutationaccountdelete,True,3,False,0,
1186,mutationaddresscreate,True,1,False,0,
1187,mutationaddressupdate,True,2,False,0,
1188,mutationaddressdelete,True,2,False,0,
1189,mutationaddresssetdefault,True,2,False,0,
1190,mutationcustomercreate,True,5,False,0,
1191,mutationcustomerupdate,True,3,False,0,
1192,mutationcustomerdelete,True,1,False,0,
1193,mutationcustomerbulkdelete,True,1,False,0,
1194,mutationstaffcreate,True,8,False,0,
1195,mutationstaffupdate,True,10,False,0,
1196,mutationstaffdelete,True,5,False,0,
1197,mutationstaffbulkdelete,True,8,False,0,
1198,mutationuseravatarupdate,False,0,False,0,
1199,mutationuseravatardelete,True,1,False,0,
1200,mutationuserbulksetactive,True,4,False,0,
1201,mutationpermissiongroupcreate,True,10,False,0,
1202,mutationpermissiongroupupdate,True,29,False,0,
1203,mutationpermissiongroupdelete,True,7,False,0,
1204,webhookcreatewebhookerrors,False,0,False,0,
1205,webhookcreatewebhook,True,8,False,0,
1206,errorfield,False,0,False,0,
1207,errormessage,False,0,False,0,
1208,webhookerrorfield,True,5,False,0,
1209,webhookerrormessage,True,5,False,0,
1210,webhookerrorcode,True,5,False,0,
1211,webhookdeletewebhookerrors,True,5,False,0,
1212,webhookdeletewebhook,False,0,False,0,
1213,webhookupdatewebhookerrors,False,0,False,0,
1214,webhookupdatewebhook,True,3,False,0,
1215,warehousecreatewarehouseerrors,True,7,False,0,
1216,warehousecreatewarehouse,True,7,False,0,
1217,warehouseerrorfield,True,26,False,0,
1218,warehouseerrormessage,True,26,False,0,
1219,warehouseerrorcode,True,26,False,0,
1220,warehouseupdatewarehouseerrors,True,14,False,0,
1221,warehouseupdatewarehouse,True,14,False,0,
1222,warehousedeletewarehouseerrors,True,2,False,0,
1223,warehousedeletewarehouse,False,0,False,0,
1224,warehouseshippingzoneassignwarehouseerrors,True,2,False,0,
1225,warehouseshippingzoneassignwarehouse,False,0,False,0,
1226,warehouseshippingzoneunassignwarehouseerrors,True,1,False,0,
1227,warehouseshippingzoneunassignwarehouse,False,0,False,0,
1228,authorizationkeyaddauthorizationkey,True,1,False,0,
1229,authorizationkeyaddshop,False,0,False,0,
1230,authorizationkeyaddshoperrors,False,0,False,0,
1231,shoperrorfield,True,12,False,0,
1232,shoperrormessage,True,12,False,0,
1233,shoperrorcode,True,12,False,0,
1234,authorizationkeydeleteauthorizationkey,True,1,False,0,
1235,authorizationkeydeleteshop,False,0,False,0,
1236,authorizationkeydeleteshoperrors,False,0,False,0,
1237,staffnotificationrecipientcreateshoperrors,True,5,False,0,
1238,staffnotificationrecipientcreatestaffnotificationrecipient,True,5,False,0,
1239,staffnotificationrecipientupdateshoperrors,True,3,False,0,
1240,staffnotificationrecipientupdatestaffnotificationrecipient,True,3,False,0,
1241,staffnotificationrecipientdeleteshoperrors,False,0,False,0,
1242,staffnotificationrecipientdeletestaffnotificationrecipient,False,0,False,0,
1243,homepagecollectionupdateshop,True,2,False,0,
1244,homepagecollectionupdateshoperrors,False,0,False,0,
1245,shopdomainupdateshop,True,1,False,0,
1246,shopdomainupdateshoperrors,False,0,False,0,
1247,shopsettingsupdateshop,True,19,False,0,
1248,shopsettingsupdateshoperrors,True,4,False,0,
1249,shopfetchtaxratesshop,False,0,False,0,
1250,shopfetchtaxratesshoperrors,False,0,False,0,
1251,shopsettingstranslateshop,True,1,False,0,
1252,shopsettingstranslatetranslationerrors,False,0,False,0,
1253,translationerrorfield,False,0,False,0,
1254,translationerrormessage,False,0,False,0,
1255,translationerrorcode,False,0,False,0,
1256,shopaddressupdateshop,False,0,False,0,
1257,shopaddressupdateshoperrors,False,0,False,0,
1258,shippingpricecreateshippingzone,True,12,False,0,
1259,shippingpricecreateshippingerrors,True,19,False,0,
1260,shippingpricecreateshippingmethod,True,12,False,0,
1261,shippingerrorfield,True,33,False,0,
1262,shippingerrormessage,False,0,False,0,
1263,shippingerrorcode,True,33,False,0,
1264,shippingerrorwarehouses,True,8,False,0,
1265,shippingpricedeleteshippingmethod,True,1,False,0,
1266,shippingpricedeleteshippingzone,True,1,False,0,
1267,shippingpricedeleteshippingerrors,False,0,False,0,
1268,shippingpricebulkdeletecount,True,1,False,0,
1269,shippingpricebulkdeleteshippingerrors,False,0,False,0,
1270,shippingpriceupdateshippingzone,True,1,False,0,
1271,shippingpriceupdateshippingerrors,True,1,False,0,
1272,shippingpriceupdateshippingmethod,True,1,False,0,
1273,shippingpricetranslatetranslationerrors,False,0,False,0,
1274,shippingpricetranslateshippingmethod,True,2,False,0,
1275,shippingzonecreateshippingerrors,True,5,False,0,
1276,shippingzonecreateshippingzone,True,5,False,0,
1277,shippingzonedeleteshippingerrors,False,0,False,0,
1278,shippingzonedeleteshippingzone,True,1,False,0,
1279,shippingzonebulkdeletecount,True,1,False,0,
1280,shippingzonebulkdeleteshippingerrors,False,0,False,0,
1281,shippingzoneupdateshippingerrors,True,8,False,0,
1282,shippingzoneupdateshippingzone,True,8,False,0,
1283,attributecreateattribute,True,8,False,0,
1284,attributecreateproducterrors,True,8,False,0,
1285,producterrorfield,True,165,False,0,
1286,producterrormessage,True,142,False,0,
1287,producterrorcode,True,164,False,0,
1288,producterrorattributes,True,28,False,0,
1289,attributedeleteproducterrors,False,0,False,0,
1290,attributedeleteattribute,True,1,False,0,
1291,attributebulkdeletecount,True,1,False,0,
1292,attributebulkdeleteproducterrors,False,0,False,0,
1293,attributeassignproducttype,True,8,False,0,
1294,attributeassignproducterrors,True,8,False,0,
1295,attributeunassignproducttype,True,2,False,0,
1296,attributeunassignproducterrors,False,0,False,0,
1297,attributeupdateattribute,True,16,False,0,
1298,attributeupdateproducterrors,True,16,False,0,
1299,attributetranslatetranslationerrors,False,0,False,0,
1300,attributetranslateattribute,True,2,False,0,
1301,attributeupdatemetaproducterrors,False,0,False,0,
1302,attributeupdatemetaattribute,False,0,False,0,
1303,attributeclearmetaproducterrors,False,0,False,0,
1304,attributeclearmetaattribute,False,0,False,0,
1305,attributeupdateprivatemetaproducterrors,False,0,False,0,
1306,attributeupdateprivatemetaattribute,False,0,False,0,
1307,attributeclearprivatemetaproducterrors,False,0,False,0,
1308,attributeclearprivatemetaattribute,False,0,False,0,
1309,attributevaluecreateattribute,True,3,False,0,
1310,attributevaluecreateproducterrors,True,3,False,0,
